crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b,lstat,crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b,lstat,medv
0.32982,0,21.89,0,0.624,5.822,95.4,2.4699,4,437,21.2,388.69,15.03,0.108781232,0,479.1721,0,0.389376,33.895684,9101.16,6.10040601,16,190969,449.44,151079.9161,225.9009,18.4
0.97617,0,21.89,0,0.624,5.757,98.4,2.346,4,437,21.2,262.76,17.31,0.952907869,0,479.1721,0,0.389376,33.143049,9682.56,5.503716,16,190969,449.44,69042.8176,299.6361,15.6
0.55778,0,21.89,0,0.624,6.335,98.2,2.1107,4,437,21.2,394.67,16.96,0.311118528,0,479.1721,0,0.389376,40.132225,9643.24,4.45505449,16,190969,449.44,155764.4089,287.6416,18.1
0.32264,0,21.89,0,0.624,5.942,93.5,1.9669,4,437,21.2,378.25,16.9,0.10409657,0,479.1721,0,0.389376,35.307364,8742.25,3.86869561,16,190969,449.44,143073.0625,285.61,17.4
0.35233,0,21.89,0,0.624,6.454,98.4,1.8498,4,437,21.2,394.08,14.59,0.124136429,0,479.1721,0,0.389376,41.654116,9682.56,3.42176004,16,190969,449.44,155299.0464,212.8681,17.1
0.2498,0,21.89,0,0.624,5.857,98.2,1.6686,4,437,21.2,392.04,21.32,0.06240004,0,479.1721,0,0.389376,34.304449,9643.24,2.78422596,16,190969,449.44,153695.3616,454.5424,13.3
0.54452,0,21.89,0,0.624,6.151,97.9,1.6687,4,437,21.2,396.9,18.46,0.29650203,0,479.1721,0,0.389376,37.834801,9584.41,2.78455969,16,190969,449.44,157529.61,340.7716,17.8
0.2909,0,21.89,0,0.624,6.174,93.6,1.6119,4,437,21.2,388.08,24.16,0.08462281,0,479.1721,0,0.389376,38.118276,8760.96,2.59822161,16,190969,449.44,150606.0864,583.7056,14
1.62864,0,21.89,0,0.624,5.019,100,1.4394,4,437,21.2,396.9,34.41,2.65246825,0,479.1721,0,0.389376,25.190361,10000,2.07187236,16,190969,449.44,157529.61,1184.0481,14.4
3.32105,0,19.58,1,0.871,5.403,100,1.3216,5,403,14.7,396.9,26.82,11.0293731,0,383.3764,1,0.758641,29.192409,10000,1.74662656,25,162409,216.09,157529.61,719.3124,13.4
4.0974,0,19.58,0,0.871,5.468,100,1.4118,5,403,14.7,396.9,26.42,16.78868676,0,383.3764,0,0.758641,29.899024,10000,1.99317924,25,162409,216.09,157529.61,698.0164,15.6
2.77974,0,19.58,0,0.871,4.903,97.8,1.3459,5,403,14.7,396.9,29.29,7.726954468,0,383.3764,0,0.758641,24.039409,9564.84,1.81144681,25,162409,216.09,157529.61,857.9041,11.8
2.37934,0,19.58,0,0.871,6.13,100,1.4191,5,403,14.7,172.91,27.8,5.661258836,0,383.3764,0,0.758641,37.5769,10000,2.01384481,25,162409,216.09,29897.8681,772.84,13.8
2.15505,0,19.58,0,0.871,5.628,100,1.5166,5,403,14.7,169.27,16.65,4.644240503,0,383.3764,0,0.758641,31.674384,10000,2.30007556,25,162409,216.09,28652.3329,277.2225,15.6
2.36862,0,19.58,0,0.871,4.926,95.7,1.4608,5,403,14.7,391.71,29.53,5.610360704,0,383.3764,0,0.758641,24.265476,9158.49,2.13393664,25,162409,216.09,153436.7241,872.0209,14.6
2.33099,0,19.58,0,0.871,5.186,93.8,1.5296,5,403,14.7,356.99,28.32,5.43351438,0,383.3764,0,0.758641,26.894596,8798.44,2.33967616,25,162409,216.09,127441.8601,802.0224,17.8
2.73397,0,19.58,0,0.871,5.597,94.9,1.5257,5,403,14.7,351.85,21.45,7.474591961,0,383.3764,0,0.758641,31.326409,9006.01,2.32776049,25,162409,216.09,123798.4225,460.1025,15.4
1.6566,0,19.58,0,0.871,6.122,97.3,1.618,5,403,14.7,372.8,14.1,2.74432356,0,383.3764,0,0.758641,37.478884,9467.29,2.617924,25,162409,216.09,138979.84,198.81,21.5
1.49632,0,19.58,0,0.871,5.404,100,1.5916,5,403,14.7,341.6,13.28,2.238973542,0,383.3764,0,0.758641,29.203216,10000,2.53319056,25,162409,216.09,116690.56,176.3584,19.6
1.12658,0,19.58,1,0.871,5.012,88,1.6102,5,403,14.7,343.28,12.12,1.269182496,0,383.3764,1,0.758641,25.120144,7744,2.59274404,25,162409,216.09,117841.1584,146.8944,15.3
2.14918,0,19.58,0,0.871,5.709,98.5,1.6232,5,403,14.7,261.95,15.79,4.618974672,0,383.3764,0,0.758641,32.592681,9702.25,2.63477824,25,162409,216.09,68617.8025,249.3241,19.4
1.41385,0,19.58,1,0.871,6.129,96,1.7494,5,403,14.7,321.02,15.12,1.998971823,0,383.3764,1,0.758641,37.564641,9216,3.06040036,25,162409,216.09,103053.8404,228.6144,17
3.53501,0,19.58,1,0.871,6.152,82.6,1.7455,5,403,14.7,88.01,15.02,12.4962957,0,383.3764,1,0.758641,37.847104,6822.76,3.04677025,25,162409,216.09,7745.7601,225.6004,15.6
2.44668,0,19.58,0,0.871,5.272,94,1.7364,5,403,14.7,88.63,16.14,5.986243022,0,383.3764,0,0.758641,27.793984,8836,3.01508496,25,162409,216.09,7855.2769,260.4996,13.1
1.22358,0,19.58,0,0.605,6.943,97.4,1.8773,5,403,14.7,363.43,4.59,1.497148016,0,383.3764,0,0.366025,48.205249,9486.76,3.52425529,25,162409,216.09,132081.3649,21.0681,41.3
1.34284,0,19.58,0,0.605,6.066,100,1.7573,5,403,14.7,353.89,6.43,1.803219266,0,383.3764,0,0.366025,36.796356,10000,3.08810329,25,162409,216.09,125238.1321,41.3449,24.3
1.42502,0,19.58,0,0.871,6.51,100,1.7659,5,403,14.7,364.31,7.39,2.030682,0,383.3764,0,0.758641,42.3801,10000,3.11840281,25,162409,216.09,132721.7761,54.6121,23.3
1.27346,0,19.58,1,0.605,6.25,92.6,1.7984,5,403,14.7,338.92,5.5,1.621700372,0,383.3764,1,0.366025,39.0625,8574.76,3.23424256,25,162409,216.09,114866.7664,30.25,27
1.46336,0,19.58,0,0.605,7.489,90.8,1.9709,5,403,14.7,374.43,1.73,2.14142249,0,383.3764,0,0.366025,56.085121,8244.64,3.88444681,25,162409,216.09,140197.8249,2.9929,50
1.83377,0,19.58,1,0.605,7.802,98.2,2.0407,5,403,14.7,389.61,1.92,3.362712413,0,383.3764,1,0.366025,60.871204,9643.24,4.16445649,25,162409,216.09,151795.9521,3.6864,50
1.51902,0,19.58,1,0.605,8.375,93.9,2.162,5,403,14.7,388.45,3.32,2.30742176,0,383.3764,1,0.366025,70.140625,8817.21,4.674244,25,162409,216.09,150893.4025,11.0224,50
2.24236,0,19.58,0,0.605,5.854,91.8,2.422,5,403,14.7,395.11,11.64,5.02817837,0,383.3764,0,0.366025,34.269316,8427.24,5.866084,25,162409,216.09,156111.9121,135.4896,22.7
2.924,0,19.58,0,0.605,6.101,93,2.2834,5,403,14.7,240.16,9.81,8.549776,0,383.3764,0,0.366025,37.222201,8649,5.21391556,25,162409,216.09,57676.8256,96.2361,25
2.01019,0,19.58,0,0.605,7.929,96.2,2.0459,5,403,14.7,369.3,3.7,4.040863836,0,383.3764,0,0.366025,62.869041,9254.44,4.18570681,25,162409,216.09,136382.49,13.69,50
1.80028,0,19.58,0,0.605,5.877,79.2,2.4259,5,403,14.7,227.61,12.14,3.241008078,0,383.3764,0,0.366025,34.539129,6272.64,5.88499081,25,162409,216.09,51806.3121,147.3796,23.8
2.3004,0,19.58,0,0.605,6.319,96.1,2.1,5,403,14.7,297.09,11.1,5.29184016,0,383.3764,0,0.366025,39.929761,9235.21,4.41,25,162409,216.09,88262.4681,123.21,23.8
2.44953,0,19.58,0,0.605,6.402,95.2,2.2625,5,403,14.7,330.04,11.32,6.000197221,0,383.3764,0,0.366025,40.985604,9063.04,5.11890625,25,162409,216.09,108926.4016,128.1424,22.3
1.20742,0,19.58,0,0.605,5.875,94.6,2.4259,5,403,14.7,292.29,14.43,1.457863056,0,383.3764,0,0.366025,34.515625,8949.16,5.88499081,25,162409,216.09,85433.4441,208.2249,17.4
2.3139,0,19.58,0,0.605,5.88,97.3,2.3887,5,403,14.7,348.13,12.03,5.35413321,0,383.3764,0,0.366025,34.5744,9467.29,5.70588769,25,162409,216.09,121194.4969,144.7209,19.1
0.13914,0,4.05,0,0.51,5.572,88.5,2.5961,5,296,16.6,396.9,14.69,0.01935994,0,16.4025,0,0.2601,31.047184,7832.25,6.73973521,25,87616,275.56,157529.61,215.7961,23.1
0.09178,0,4.05,0,0.51,6.416,84.1,2.6463,5,296,16.6,395.5,9.04,0.008423568,0,16.4025,0,0.2601,41.165056,7072.81,7.00290369,25,87616,275.56,156420.25,81.7216,23.6
0.08447,0,4.05,0,0.51,5.859,68.7,2.7019,5,296,16.6,393.23,9.64,0.007135181,0,16.4025,0,0.2601,34.327881,4719.69,7.30026361,25,87616,275.56,154629.8329,92.9296,22.6
0.06664,0,4.05,0,0.51,6.546,33.1,3.1323,5,296,16.6,390.96,5.33,0.00444089,0,16.4025,0,0.2601,42.850116,1095.61,9.81130329,25,87616,275.56,152849.7216,28.4089,29.4
0.07022,0,4.05,0,0.51,6.02,47.2,3.5549,5,296,16.6,393.23,10.11,0.004930848,0,16.4025,0,0.2601,36.2404,2227.84,12.63731401,25,87616,275.56,154629.8329,102.2121,23.2
0.05425,0,4.05,0,0.51,6.315,73.4,3.3175,5,296,16.6,395.6,6.29,0.002943063,0,16.4025,0,0.2601,39.879225,5387.56,11.00580625,25,87616,275.56,156499.36,39.5641,24.6
0.06642,0,4.05,0,0.51,6.86,74.4,2.9153,5,296,16.6,391.27,6.92,0.004411616,0,16.4025,0,0.2601,47.0596,5535.36,8.49897409,25,87616,275.56,153092.2129,47.8864,29.9
0.0578,0,2.46,0,0.488,6.98,58.4,2.829,3,193,17.8,396.9,5.04,0.00334084,0,6.0516,0,0.238144,48.7204,3410.56,8.003241,9,37249,316.84,157529.61,25.4016,37.2
0.06588,0,2.46,0,0.488,7.765,83.3,2.741,3,193,17.8,395.56,7.56,0.004340174,0,6.0516,0,0.238144,60.295225,6938.89,7.513081,9,37249,316.84,156467.7136,57.1536,39.8
0.06888,0,2.46,0,0.488,6.144,62.2,2.5979,3,193,17.8,396.9,9.45,0.004744454,0,6.0516,0,0.238144,37.748736,3868.84,6.74908441,9,37249,316.84,157529.61,89.3025,36.2
0.09103,0,2.46,0,0.488,7.155,92.2,2.7006,3,193,17.8,394.12,4.82,0.008286461,0,6.0516,0,0.238144,51.194025,8500.84,7.29324036,9,37249,316.84,155330.5744,23.2324,37.9
0.10008,0,2.46,0,0.488,6.563,95.6,2.847,3,193,17.8,396.9,5.68,0.010016006,0,6.0516,0,0.238144,43.072969,9139.36,8.105409,9,37249,316.84,157529.61,32.2624,32.5
0.08308,0,2.46,0,0.488,5.604,89.8,2.9879,3,193,17.8,391,13.98,0.006902286,0,6.0516,0,0.238144,31.404816,8064.04,8.92754641,9,37249,316.84,152881,195.4404,26.4
0.06047,0,2.46,0,0.488,6.153,68.8,3.2797,3,193,17.8,387.11,13.15,0.003656621,0,6.0516,0,0.238144,37.859409,4733.44,10.75643209,9,37249,316.84,149854.1521,172.9225,29.6
0.05602,0,2.46,0,0.488,7.831,53.6,3.1992,3,193,17.8,392.63,4.45,0.00313824,0,6.0516,0,0.238144,61.324561,2872.96,10.23488064,9,37249,316.84,154158.3169,19.8025,50
0.07875,45,3.44,0,0.437,6.782,41.1,3.7886,5,398,15.2,393.87,6.68,0.006201563,2025,11.8336,0,0.190969,45.995524,1689.21,14.35348996,25,158404,231.04,155133.5769,44.6224,32
0.12579,45,3.44,0,0.437,6.556,29.1,4.5667,5,398,15.2,382.84,4.56,0.015823124,2025,11.8336,0,0.190969,42.981136,846.81,20.85474889,25,158404,231.04,146566.4656,20.7936,29.8
0.0837,45,3.44,0,0.437,7.185,38.9,4.5667,5,398,15.2,396.9,5.39,0.00700569,2025,11.8336,0,0.190969,51.624225,1513.21,20.85474889,25,158404,231.04,157529.61,29.0521,34.9
0.09068,45,3.44,0,0.437,6.951,21.5,6.4798,5,398,15.2,377.68,5.1,0.008222862,2025,11.8336,0,0.190969,48.316401,462.25,41.98780804,25,158404,231.04,142642.1824,26.01,37
0.06911,45,3.44,0,0.437,6.739,30.8,6.4798,5,398,15.2,389.71,4.69,0.004776192,2025,11.8336,0,0.190969,45.414121,948.64,41.98780804,25,158404,231.04,151873.8841,21.9961,30.5
0.08664,45,3.44,0,0.437,7.178,26.3,6.4798,5,398,15.2,390.49,2.87,0.00750649,2025,11.8336,0,0.190969,51.523684,691.69,41.98780804,25,158404,231.04,152482.4401,8.2369,36.4
0.02187,60,2.93,0,0.401,6.8,9.9,6.2196,1,265,15.6,393.37,5.03,0.000478297,3600,8.5849,0,0.160801,46.24,98.01,38.68342416,1,70225,243.36,154739.9569,25.3009,31.1
0.01439,60,2.93,0,0.401,6.604,18.8,6.2196,1,265,15.6,376.7,4.38,0.000207072,3600,8.5849,0,0.160801,43.612816,353.44,38.68342416,1,70225,243.36,141902.89,19.1844,29.1
0.01381,80,0.46,0,0.422,7.875,32,5.6484,4,255,14.4,394.23,2.97,0.000190716,6400,0.2116,0,0.178084,62.015625,1024,31.90442256,16,65025,207.36,155417.2929,8.8209,50
0.04011,80,1.52,0,0.404,7.287,34.1,7.309,2,329,12.6,396.9,4.08,0.001608812,6400,2.3104,0,0.163216,53.100369,1162.81,53.421481,4,108241,158.76,157529.61,16.6464,33.3
0.04666,80,1.52,0,0.404,7.107,36.6,7.309,2,329,12.6,354.31,8.61,0.002177156,6400,2.3104,0,0.163216,50.509449,1339.56,53.421481,4,108241,158.76,125535.5761,74.1321,30.3
0.03768,80,1.52,0,0.404,7.274,38.3,7.309,2,329,12.6,392.2,6.62,0.001419782,6400,2.3104,0,0.163216,52.911076,1466.89,53.421481,4,108241,158.76,153820.84,43.8244,34.6
0.0315,95,1.47,0,0.403,6.975,15.3,7.6534,3,402,17,396.9,4.56,0.00099225,9025,2.1609,0,0.162409,48.650625,234.09,58.57453156,9,161604,289,157529.61,20.7936,34.9
0.01778,95,1.47,0,0.403,7.135,13.9,7.6534,3,402,17,384.3,4.45,0.000316128,9025,2.1609,0,0.162409,50.908225,193.21,58.57453156,9,161604,289,147686.49,19.8025,32.9
0.03445,82.5,2.03,0,0.415,6.162,38.4,6.27,2,348,14.7,393.77,7.43,0.001186803,6806.25,4.1209,0,0.172225,37.970244,1474.56,39.3129,4,121104,216.09,155054.8129,55.2049,24.1
0.02177,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348,14.7,395.38,3.11,0.000473933,6806.25,4.1209,0,0.172225,57.9121,246.49,39.3129,4,121104,216.09,156325.3444,9.6721,42.3
0.0351,95,2.68,0,0.4161,7.853,33.2,5.118,4,224,14.7,392.78,3.81,0.00123201,9025,7.1824,0,0.17313921,61.669609,1102.24,26.193924,16,50176,216.09,154276.1284,14.5161,48.5
0.02009,95,2.68,0,0.4161,8.034,31.9,5.118,4,224,14.7,390.55,2.88,0.000403608,9025,7.1824,0,0.17313921,64.545156,1017.61,26.193924,16,50176,216.09,152529.3025,8.2944,50
0.13642,0,10.59,0,0.489,5.891,22.3,3.9454,4,277,18.6,396.9,10.87,0.018610416,0,112.1481,0,0.239121,34.703881,497.29,15.56618116,16,76729,345.96,157529.61,118.1569,22.6
0.22969,0,10.59,0,0.489,6.326,52.5,4.3549,4,277,18.6,394.87,10.97,0.052757496,0,112.1481,0,0.239121,40.018276,2756.25,18.96515401,16,76729,345.96,155922.3169,120.3409,24.4
0.25199,0,10.59,0,0.489,5.783,72.7,4.3549,4,277,18.6,389.43,18.06,0.06349896,0,112.1481,0,0.239121,33.443089,5285.29,18.96515401,16,76729,345.96,151655.7249,326.1636,22.5
0.13587,0,10.59,1,0.489,6.064,59.1,4.2392,4,277,18.6,381.32,14.66,0.018460657,0,112.1481,1,0.239121,36.772096,3492.81,17.97081664,16,76729,345.96,145404.9424,214.9156,24.4
0.43571,0,10.59,1,0.489,5.344,100,3.875,4,277,18.6,396.9,23.09,0.189843204,0,112.1481,1,0.239121,28.558336,10000,15.015625,16,76729,345.96,157529.61,533.1481,20
0.17446,0,10.59,1,0.489,5.96,92.1,3.8771,4,277,18.6,393.25,17.27,0.030436292,0,112.1481,1,0.239121,35.5216,8482.41,15.03190441,16,76729,345.96,154645.5625,298.2529,21.7
0.37578,0,10.59,1,0.489,5.404,88.6,3.665,4,277,18.6,395.24,23.98,0.141210608,0,112.1481,1,0.239121,29.203216,7849.96,13.432225,16,76729,345.96,156214.6576,575.0404,19.3
0.21719,0,10.59,1,0.489,5.807,53.8,3.6526,4,277,18.6,390.94,16.03,0.047171496,0,112.1481,1,0.239121,33.721249,2894.44,13.34148676,16,76729,345.96,152834.0836,256.9609,22.4
0.14052,0,10.59,0,0.489,6.375,32.3,3.9454,4,277,18.6,385.81,9.38,0.01974587,0,112.1481,0,0.239121,40.640625,1043.29,15.56618116,16,76729,345.96,148849.3561,87.9844,28.1
0.28955,0,10.59,0,0.489,5.412,9.8,3.5875,4,277,18.6,348.93,29.55,0.083839203,0,112.1481,0,0.239121,29.289744,96.04,12.87015625,16,76729,345.96,121752.1449,873.2025,23.7
0.19802,0,10.59,0,0.489,6.182,42.4,3.9454,4,277,18.6,393.63,9.47,0.03921192,0,112.1481,0,0.239121,38.217124,1797.76,15.56618116,16,76729,345.96,154944.5769,89.6809,25
0.0456,0,13.89,1,0.55,5.888,56,3.1121,5,276,16.4,392.8,13.51,0.00207936,0,192.9321,1,0.3025,34.668544,3136,9.68516641,25,76176,268.96,154291.84,182.5201,23.3
0.07013,0,13.89,0,0.55,6.642,85.1,3.4211,5,276,16.4,392.78,9.69,0.004918217,0,192.9321,0,0.3025,44.116164,7242.01,11.70392521,25,76176,268.96,154276.1284,93.8961,28.7
0.11069,0,13.89,1,0.55,5.951,93.8,2.8893,5,276,16.4,396.9,17.92,0.012252276,0,192.9321,1,0.3025,35.414401,8798.44,8.34805449,25,76176,268.96,157529.61,321.1264,21.5
0.11425,0,13.89,1,0.55,6.373,92.4,3.3633,5,276,16.4,393.74,10.5,0.013053063,0,192.9321,1,0.3025,40.615129,8537.76,11.31178689,25,76176,268.96,155031.1876,110.25,23
0.35809,0,6.2,1,0.507,6.951,88.5,2.8617,8,307,17.4,391.7,9.71,0.128228448,0,38.44,1,0.257049,48.316401,7832.25,8.18932689,64,94249,302.76,153428.89,94.2841,26.7
0.40771,0,6.2,1,0.507,6.164,91.3,3.048,8,307,17.4,395.24,21.46,0.166227444,0,38.44,1,0.257049,37.994896,8335.69,9.290304,64,94249,302.76,156214.6576,460.5316,21.7
0.62356,0,6.2,1,0.507,6.879,77.7,3.2721,8,307,17.4,390.39,9.93,0.388827074,0,38.44,1,0.257049,47.320641,6037.29,10.70663841,64,94249,302.76,152404.3521,98.6049,27.5
0.6147,0,6.2,0,0.507,6.618,80.8,3.2721,8,307,17.4,396.9,7.6,0.37785609,0,38.44,0,0.257049,43.797924,6528.64,10.70663841,64,94249,302.76,157529.61,57.76,30.1
0.31533,0,6.2,0,0.504,8.266,78.3,2.8944,8,307,17.4,385.05,4.14,0.099433009,0,38.44,0,0.254016,68.326756,6130.89,8.37755136,64,94249,302.76,148263.5025,17.1396,44.8
0.52693,0,6.2,0,0.504,8.725,83,2.8944,8,307,17.4,382,4.63,0.277655225,0,38.44,0,0.254016,76.125625,6889,8.37755136,64,94249,302.76,145924,21.4369,50
0.38214,0,6.2,0,0.504,8.04,86.5,3.2157,8,307,17.4,387.38,3.13,0.14603098,0,38.44,0,0.254016,64.6416,7482.25,10.34072649,64,94249,302.76,150063.2644,9.7969,37.6
0.41238,0,6.2,0,0.504,7.163,79.9,3.2157,8,307,17.4,372.08,6.36,0.170057264,0,38.44,0,0.254016,51.308569,6384.01,10.34072649,64,94249,302.76,138443.5264,40.4496,31.6
0.29819,0,6.2,0,0.504,7.686,17,3.3751,8,307,17.4,377.51,3.92,0.088917276,0,38.44,0,0.254016,59.074596,289,11.39130001,64,94249,302.76,142513.8001,15.3664,46.7
0.44178,0,6.2,0,0.504,6.552,21.4,3.3751,8,307,17.4,380.34,3.76,0.195169568,0,38.44,0,0.254016,42.928704,457.96,11.39130001,64,94249,302.76,144658.5156,14.1376,31.5
0.537,0,6.2,0,0.504,5.981,68.1,3.6715,8,307,17.4,378.35,11.65,0.288369,0,38.44,0,0.254016,35.772361,4637.61,13.47991225,64,94249,302.76,143148.7225,135.7225,24.3
0.46296,0,6.2,0,0.504,7.412,76.9,3.6715,8,307,17.4,376.14,5.25,0.214331962,0,38.44,0,0.254016,54.937744,5913.61,13.47991225,64,94249,302.76,141481.2996,27.5625,31.7
0.57529,0,6.2,0,0.507,8.337,73.3,3.8384,8,307,17.4,385.91,2.47,0.330958584,0,38.44,0,0.257049,69.505569,5372.89,14.73331456,64,94249,302.76,148926.5281,6.1009,41.7
0.33147,0,6.2,0,0.507,8.247,70.4,3.6519,8,307,17.4,378.95,3.95,0.109872361,0,38.44,0,0.257049,68.013009,4956.16,13.33637361,64,94249,302.76,143603.1025,15.6025,48.3
0.44791,0,6.2,1,0.507,6.726,66.5,3.6519,8,307,17.4,360.2,8.05,0.200623368,0,38.44,1,0.257049,45.239076,4422.25,13.33637361,64,94249,302.76,129744.04,64.8025,29
0.33045,0,6.2,0,0.507,6.086,61.5,3.6519,8,307,17.4,376.75,10.88,0.109197203,0,38.44,0,0.257049,37.039396,3782.25,13.33637361,64,94249,302.76,141940.5625,118.3744,24
0.52058,0,6.2,1,0.507,6.631,76.5,4.148,8,307,17.4,388.45,9.54,0.271003536,0,38.44,1,0.257049,43.970161,5852.25,17.205904,64,94249,302.76,150893.4025,91.0116,25.1
0.51183,0,6.2,0,0.507,7.358,71.6,4.148,8,307,17.4,390.07,4.73,0.261969949,0,38.44,0,0.257049,54.140164,5126.56,17.205904,64,94249,302.76,152154.6049,22.3729,31.5
0.08244,30,4.93,0,0.428,6.481,18.5,6.1899,6,300,16.6,379.41,6.36,0.006796354,900,24.3049,0,0.183184,42.003361,342.25,38.31486201,36,90000,275.56,143951.9481,40.4496,23.7
0.09252,30,4.93,0,0.428,6.606,42.2,6.1899,6,300,16.6,383.78,7.37,0.00855995,900,24.3049,0,0.183184,43.639236,1780.84,38.31486201,36,90000,275.56,147287.0884,54.3169,23.3
0.11329,30,4.93,0,0.428,6.897,54.3,6.3361,6,300,16.6,391.25,11.38,0.012834624,900,24.3049,0,0.183184,47.568609,2948.49,40.14616321,36,90000,275.56,153076.5625,129.5044,22
0.10612,30,4.93,0,0.428,6.095,65.1,6.3361,6,300,16.6,394.62,12.4,0.011261454,900,24.3049,0,0.183184,37.149025,4238.01,40.14616321,36,90000,275.56,155724.9444,153.76,20.1
0.1029,30,4.93,0,0.428,6.358,52.9,7.0355,6,300,16.6,372.75,11.22,0.01058841,900,24.3049,0,0.183184,40.424164,2798.41,49.49826025,36,90000,275.56,138942.5625,125.8884,22.2
0.12757,30,4.93,0,0.428,6.393,7.8,7.0355,6,300,16.6,374.71,5.19,0.016274105,900,24.3049,0,0.183184,40.870449,60.84,49.49826025,36,90000,275.56,140407.5841,26.9361,23.7
0.20608,22,5.86,0,0.431,5.593,76.5,7.9549,7,330,19.1,372.49,12.5,0.042468966,484,34.3396,0,0.185761,31.281649,5852.25,63.28043401,49,108900,364.81,138748.8001,156.25,17.6
0.19133,22,5.86,0,0.431,5.605,70.2,7.9549,7,330,19.1,389.13,18.46,0.036607169,484,34.3396,0,0.185761,31.416025,4928.04,63.28043401,49,108900,364.81,151422.1569,340.7716,18.5
0.33983,22,5.86,0,0.431,6.108,34.9,8.0555,7,330,19.1,390.18,9.16,0.115484429,484,34.3396,0,0.185761,37.307664,1218.01,64.89108025,49,108900,364.81,152240.4324,83.9056,24.3
0.19657,22,5.86,0,0.431,6.226,79.2,8.0555,7,330,19.1,376.14,10.15,0.038639765,484,34.3396,0,0.185761,38.763076,6272.64,64.89108025,49,108900,364.81,141481.2996,103.0225,20.5
0.16439,22,5.86,0,0.431,6.433,49.1,7.8265,7,330,19.1,374.71,9.52,0.027024072,484,34.3396,0,0.185761,41.383489,2410.81,61.25410225,49,108900,364.81,140407.5841,90.6304,24.5
0.19073,22,5.86,0,0.431,6.718,17.5,7.8265,7,330,19.1,393.74,6.56,0.036377933,484,34.3396,0,0.185761,45.131524,306.25,61.25410225,49,108900,364.81,155031.1876,43.0336,26.2
0.1403,22,5.86,0,0.431,6.487,13,7.3967,7,330,19.1,396.28,5.9,0.01968409,484,34.3396,0,0.185761,42.081169,169,54.71117089,49,108900,364.81,157037.8384,34.81,24.4
0.21409,22,5.86,0,0.431,6.438,8.9,7.3967,7,330,19.1,377.07,3.59,0.045834528,484,34.3396,0,0.185761,41.447844,79.21,54.71117089,49,108900,364.81,142181.7849,12.8881,24.8
0.08221,22,5.86,0,0.431,6.957,6.8,8.9067,7,330,19.1,386.09,3.53,0.006758484,484,34.3396,0,0.185761,48.399849,46.24,79.32930489,49,108900,364.81,149065.4881,12.4609,29.6
0.36894,22,5.86,0,0.431,8.259,8.4,8.9067,7,330,19.1,396.9,3.54,0.136116724,484,34.3396,0,0.185761,68.211081,70.56,79.32930489,49,108900,364.81,157529.61,12.5316,42.8
0.04819,80,3.64,0,0.392,6.108,32,9.2203,1,315,16.4,392.89,6.57,0.002322276,6400,13.2496,0,0.153664,37.307664,1024,85.01393209,1,99225,268.96,154362.5521,43.1649,21.9
0.03548,80,3.64,0,0.392,5.876,19.1,9.2203,1,315,16.4,395.18,9.25,0.00125883,6400,13.2496,0,0.153664,34.527376,364.81,85.01393209,1,99225,268.96,156167.2324,85.5625,20.9
0.01538,90,3.75,0,0.394,7.454,34.2,6.3361,3,244,15.9,386.34,3.11,0.000236544,8100,14.0625,0,0.155236,55.562116,1169.64,40.14616321,9,59536,252.81,149258.5956,9.6721,44
0.61154,20,3.97,0,0.647,8.704,86.9,1.801,5,264,13,389.7,5.12,0.373981172,400,15.7609,0,0.418609,75.759616,7551.61,3.243601,25,69696,169,151866.09,26.2144,50
0.66351,20,3.97,0,0.647,7.333,100,1.8946,5,264,13,383.29,7.79,0.44024552,400,15.7609,0,0.418609,53.772889,10000,3.58950916,25,69696,169,146911.2241,60.6841,36
0.65665,20,3.97,0,0.647,6.842,100,2.0107,5,264,13,391.93,6.9,0.431189223,400,15.7609,0,0.418609,46.812964,10000,4.04291449,25,69696,169,153609.1249,47.61,30.1
0.54011,20,3.97,0,0.647,7.203,81.8,2.1121,5,264,13,392.8,9.59,0.291718812,400,15.7609,0,0.418609,51.883209,6691.24,4.46096641,25,69696,169,154291.84,91.9681,33.8
0.53412,20,3.97,0,0.647,7.52,89.4,2.1398,5,264,13,388.37,7.26,0.285284174,400,15.7609,0,0.418609,56.5504,7992.36,4.57874404,25,69696,169,150831.2569,52.7076,43.1
0.52014,20,3.97,0,0.647,8.398,91.5,2.2885,5,264,13,386.86,5.91,0.27054562,400,15.7609,0,0.418609,70.526404,8372.25,5.23723225,25,69696,169,149660.6596,34.9281,48.8
0.82526,20,3.97,0,0.647,7.327,94.5,2.0788,5,264,13,393.42,11.25,0.681054068,400,15.7609,0,0.418609,53.684929,8930.25,4.32140944,25,69696,169,154779.2964,126.5625,31
0.55007,20,3.97,0,0.647,7.206,91.6,1.9301,5,264,13,387.89,8.1,0.302577005,400,15.7609,0,0.418609,51.926436,8390.56,3.72528601,25,69696,169,150458.6521,65.61,36.5
0.76162,20,3.97,0,0.647,5.56,62.8,1.9865,5,264,13,392.4,10.45,0.580065024,400,15.7609,0,0.418609,30.9136,3943.84,3.94618225,25,69696,169,153977.76,109.2025,22.8
0.7857,20,3.97,0,0.647,7.014,84.6,2.1329,5,264,13,384.07,14.79,0.61732449,400,15.7609,0,0.418609,49.196196,7157.16,4.54926241,25,69696,169,147509.7649,218.7441,30.7
